,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
4278,2016-09-29,Sydney,14.2,22.8,1.4,5.4,4.2,NW,56.0,NNE,N,11.0,22.0,76.0,50.0,1000.5,994.0,8.0,2.0,14.8,22.3,Yes,No
4279,2014-12-20,Cobar,15.5,32.6,0.0,13.8,,SE,33.0,ESE,SE,15.0,13.0,19.0,10.0,1016.3,1012.5,0.0,0.0,23.4,30.7,No,No
4280,2013-06-16,GoldCoast,10.3,21.0,0.0,,,N,20.0,NW,NE,13.0,13.0,60.0,49.0,1014.5,1010.9,,,15.4,20.3,No,No
4281,2014-06-07,Nuriootpa,2.6,16.5,0.0,2.4,6.0,SE,30.0,NE,ESE,6.0,11.0,99.0,61.0,1035.0,1032.5,7.0,4.0,6.9,16.1,No,No
4282,2011-07-03,Adelaide,10.0,16.9,12.2,,7.5,NNW,54.0,N,NW,17.0,26.0,91.0,40.0,1011.7,1009.2,,,11.1,16.7,Yes,No
4283,2013-03-27,BadgerysCreek,18.3,32.3,0.0,,,NNE,22.0,N,N,4.0,13.0,92.0,53.0,1018.9,1014.9,,,21.6,30.2,No,No
4284,2015-09-15,WaggaWagga,13.4,17.8,0.0,5.6,7.8,N,48.0,W,W,30.0,26.0,78.0,49.0,1015.5,1015.8,7.0,3.0,13.7,16.9,No,No
4285,2015-02-18,Walpole,16.1,24.5,0.0,,,SSE,26.0,SSE,SSE,11.0,15.0,78.0,68.0,1014.2,1013.2,,,21.6,23.3,No,No
4286,2017-02-20,PearceRAAF,17.8,28.7,0.0,,11.3,SW,39.0,S,SW,19.0,24.0,64.0,49.0,1013.1,1010.3,,,22.8,25.2,No,No
4287,2015-03-18,PearceRAAF,18.7,25.9,2.4,,5.6,SW,46.0,NW,SW,9.0,30.0,95.0,54.0,1007.8,1009.1,8.0,5.0,19.7,24.0,Yes,No
4288,2015-03-28,Tuggeranong,1.9,22.0,0.0,,,ENE,28.0,WNW,NNW,6.0,11.0,73.0,30.0,1022.8,1019.8,,,9.1,21.3,No,No
4289,2011-07-27,Newcastle,5.0,17.2,0.6,,,,,,SW,0.0,2.0,86.0,62.0,,,5.0,5.0,9.5,15.8,No,No
4290,2009-11-21,CoffsHarbour,20.6,30.0,0.0,5.2,11.6,NNE,54.0,NNE,NE,26.0,37.0,76.0,65.0,1010.2,1007.3,2.0,0.0,26.6,28.1,No,No
4291,2014-06-18,NorahHead,12.3,18.0,0.4,,,SSW,30.0,WSW,S,13.0,17.0,72.0,70.0,1029.5,1027.9,,,14.7,17.2,No,No
4292,2010-12-09,Richmond,22.6,31.7,0.0,6.6,,NNW,56.0,NE,NNW,11.0,19.0,76.0,56.0,1010.7,1008.0,,,25.9,29.8,No,No
4293,2015-03-19,SalmonGums,12.7,24.9,0.0,,,SSW,48.0,SW,SW,15.0,15.0,66.0,34.0,,,,,17.8,22.8,No,No
4294,2010-08-05,PearceRAAF,2.0,21.2,0.0,,9.6,SW,31.0,SSW,WSW,6.0,20.0,86.0,52.0,1022.4,1020.1,0.0,3.0,8.4,20.4,No,No
4295,2016-09-13,MountGinini,1.3,6.4,0.0,,,NNE,41.0,ENE,NNE,19.0,11.0,98.0,98.0,,,,,3.3,5.7,No,Yes
4296,2017-02-19,NorfolkIsland,22.0,27.5,,,,ENE,41.0,E,E,26.0,28.0,77.0,79.0,1015.5,1014.0,5.0,8.0,25.8,25.4,,Yes
4297,2010-03-27,MelbourneAirport,16.0,21.9,0.2,4.0,0.4,SW,30.0,SSE,S,15.0,13.0,80.0,61.0,1021.4,1019.1,7.0,7.0,16.5,20.3,No,No
4298,2013-03-14,Moree,15.6,31.5,0.0,8.0,11.2,SE,43.0,NNE,SSW,11.0,19.0,67.0,31.0,1010.4,1007.8,1.0,4.0,21.4,29.7,No,No
4299,2010-09-30,Melbourne,5.8,15.6,0.0,2.4,6.2,WSW,30.0,W,SSW,15.0,15.0,56.0,44.0,1026.4,1024.1,7.0,7.0,11.1,14.7,No,No
4300,2011-10-25,PerthAirport,14.2,22.3,25.0,8.8,1.3,E,48.0,S,NNW,20.0,9.0,87.0,62.0,1011.0,1009.0,8.0,7.0,16.3,22.1,Yes,No
4301,2016-09-28,Uluru,19.8,30.5,0.0,,,W,76.0,NW,W,31.0,48.0,41.0,13.0,1007.7,1005.3,5.0,,24.9,29.8,No,No
4302,2016-04-18,Penrith,15.1,24.4,2.2,,,SSE,30.0,SSW,SSE,13.0,9.0,72.0,68.0,,,,,20.0,22.1,Yes,Yes
4303,2012-02-16,Townsville,23.6,31.9,1.6,8.6,10.0,SE,43.0,ESE,ENE,20.0,24.0,64.0,49.0,1013.6,1010.9,6.0,3.0,29.4,31.3,Yes,No
4304,2010-03-19,Launceston,17.9,24.4,0.0,,,WNW,44.0,NW,NNW,13.0,26.0,93.0,78.0,1012.1,1010.3,,,19.3,22.2,No,No
4305,2009-12-19,Watsonia,13.0,21.0,0.2,7.4,8.1,SW,44.0,WSW,S,26.0,15.0,56.0,51.0,1019.0,1019.8,7.0,5.0,16.3,19.9,No,No
4306,2016-03-08,Walpole,13.8,25.6,0.0,,,SSE,31.0,NNE,S,7.0,13.0,73.0,65.0,1017.4,1015.0,,,21.8,23.9,No,No
4307,2013-12-15,Penrith,17.7,28.6,0.0,,,SE,35.0,SSE,SE,4.0,13.0,72.0,46.0,,,,,21.9,27.7,No,Yes
4308,2012-01-05,Richmond,19.4,27.4,0.0,6.2,,SSE,31.0,S,NE,6.0,17.0,60.0,55.0,1018.6,1013.3,,,21.6,26.5,No,Yes
4309,2010-01-05,CoffsHarbour,15.9,26.7,0.0,,11.1,NE,31.0,SSE,E,11.0,20.0,66.0,70.0,1018.8,1016.9,3.0,2.0,23.3,25.8,No,No
4310,2014-07-17,Sydney,9.5,19.9,0.0,2.0,9.4,W,56.0,NW,WNW,20.0,26.0,56.0,33.0,1012.6,1008.6,1.0,3.0,13.1,19.1,No,No
4311,2010-04-29,Portland,11.4,16.0,4.6,1.2,4.1,WSW,46.0,WSW,WSW,20.0,24.0,87.0,68.0,,1022.7,5.0,7.0,13.3,14.2,Yes,Yes
4312,2010-03-28,AliceSprings,17.4,33.6,0.0,5.8,11.4,N,20.0,,S,0.0,6.0,48.0,25.0,1012.2,1007.5,1.0,1.0,26.1,33.1,No,No
4313,2011-12-06,Walpole,17.9,23.5,0.0,,,E,56.0,ESE,ESE,20.0,30.0,65.0,67.0,1012.0,1009.0,,,22.0,20.7,No,Yes
4314,2016-11-08,SydneyAirport,18.6,22.4,0.0,11.0,4.1,S,61.0,S,SSE,22.0,30.0,56.0,84.0,1007.6,1007.5,7.0,7.0,22.1,20.0,No,Yes
4315,2010-01-17,Launceston,13.5,22.7,0.0,,,WNW,56.0,N,NW,7.0,33.0,46.0,45.0,1003.5,999.4,,,16.9,20.6,No,Yes
4316,2014-07-18,SydneyAirport,8.4,15.8,0.0,4.0,7.9,WSW,65.0,WSW,W,41.0,44.0,40.0,32.0,1011.4,1011.4,2.0,4.0,10.0,14.9,No,No
4317,2010-10-14,Tuggeranong,11.6,20.6,36.6,,,N,48.0,N,N,20.0,24.0,78.0,61.0,1012.4,1009.5,,,15.0,19.6,Yes,Yes
4318,2011-11-24,Cairns,24.0,30.3,4.4,4.0,3.7,NNE,33.0,S,ENE,13.0,13.0,82.0,77.0,1012.5,1010.5,7.0,7.0,27.2,29.2,Yes,Yes
4319,2013-07-09,WaggaWagga,-1.0,12.9,0.0,1.4,7.4,E,22.0,ENE,ENE,11.0,11.0,84.0,48.0,1036.3,1032.8,0.0,6.0,4.2,12.4,No,No
4320,2012-09-08,AliceSprings,1.1,21.5,0.0,7.4,11.4,E,54.0,E,SE,15.0,22.0,24.0,16.0,1026.4,1021.8,0.0,0.0,13.9,20.4,No,No
4321,2009-04-30,Penrith,9.9,19.3,0.0,,,SW,31.0,SSW,SW,20.0,11.0,60.0,69.0,,,,,15.6,16.1,No,No
4322,2014-10-30,SalmonGums,15.2,30.3,0.0,,,SSE,43.0,SW,SSW,6.0,13.0,62.0,32.0,,,,,20.5,30.1,No,No
4323,2017-05-08,CoffsHarbour,13.7,22.2,0.5,,,SW,31.0,SW,SE,20.0,15.0,69.0,58.0,1025.6,1023.2,2.0,8.0,19.1,20.8,No,Yes
4324,2010-03-08,Portland,10.8,22.1,1.2,4.6,5.2,W,56.0,NNW,W,19.0,19.0,87.0,62.0,1003.8,1002.5,3.0,7.0,13.6,19.1,Yes,Yes
4325,2017-01-04,Albany,,25.8,0.0,,,,,,,,,,,1012.7,1008.5,,,,,No,No
4326,2009-09-25,MelbourneAirport,11.0,15.0,2.6,4.6,2.1,N,70.0,NNE,NNW,41.0,22.0,66.0,80.0,1002.8,999.1,7.0,8.0,13.3,13.4,Yes,Yes
4327,2014-11-12,AliceSprings,14.2,40.2,0.0,13.6,13.0,ENE,37.0,E,NE,24.0,9.0,4.0,4.0,1012.7,1007.1,0.0,1.0,31.0,38.8,No,No
4328,2010-07-15,Darwin,21.1,31.3,0.0,8.0,7.9,ESE,54.0,ESE,ESE,20.0,31.0,55.0,38.0,1013.9,1010.5,5.0,4.0,24.4,30.6,No,No
4329,2010-09-30,Wollongong,7.5,16.0,0.6,,,SE,24.0,E,ESE,7.0,15.0,46.0,50.0,1024.9,1023.7,,,14.3,15.4,No,No
4330,2012-07-16,Portland,8.9,16.0,7.8,0.4,3.8,NW,41.0,NNW,NNW,17.0,20.0,96.0,75.0,1022.5,1020.0,7.0,6.0,11.0,15.4,Yes,No
4331,2015-05-23,Katherine,17.1,31.3,0.0,8.0,,ESE,33.0,ESE,SE,17.0,15.0,34.0,,1019.1,1014.1,0.0,,22.0,,No,No
4332,2012-09-29,CoffsHarbour,18.7,30.0,0.0,5.2,,NNW,50.0,NNW,NW,20.0,15.0,45.0,42.0,1010.7,1007.5,4.0,7.0,24.2,25.8,No,No
4333,2010-03-29,Walpole,11.1,22.9,0.0,,,SE,33.0,N,SSE,7.0,19.0,70.0,57.0,1024.1,1021.4,,,18.3,21.1,No,No
4334,2015-11-10,Katherine,23.0,40.6,0.0,12.8,,WNW,31.0,WSW,NW,11.0,15.0,57.0,,1009.4,1003.8,1.0,,31.5,,No,No
4335,2013-04-12,Adelaide,19.0,32.1,0.0,5.0,8.0,NE,30.0,NNE,WNW,11.0,9.0,28.0,15.0,1020.7,1016.8,,,25.6,31.2,No,No
4336,2011-02-01,Nuriootpa,21.9,36.5,0.0,14.4,11.3,WNW,56.0,NNW,W,20.0,22.0,16.0,37.0,1005.5,1007.1,3.0,3.0,34.7,32.6,No,No
4337,2009-04-15,AliceSprings,14.8,33.9,0.0,8.6,10.5,ESE,33.0,,ESE,0.0,7.0,30.0,15.0,1015.0,1010.8,2.0,1.0,25.8,33.4,No,No
4338,2014-05-21,PerthAirport,14.9,20.7,6.2,5.4,1.7,N,28.0,N,NW,13.0,17.0,94.0,83.0,1016.1,1014.9,5.0,7.0,16.5,19.6,Yes,Yes
4339,2009-03-15,Albury,10.0,19.7,11.6,,,WNW,39.0,W,NW,11.0,17.0,62.0,41.0,1013.4,1012.0,,8.0,12.7,18.3,Yes,No
4340,2011-09-29,Brisbane,16.9,22.1,0.0,4.0,3.1,NNW,28.0,N,NNW,4.0,9.0,69.0,66.0,1013.2,1006.7,8.0,2.0,18.5,21.4,No,Yes
4341,2013-04-04,PearceRAAF,18.1,37.8,0.0,,9.2,,,NE,W,17.0,26.0,34.0,24.0,1014.5,1011.9,3.0,2.0,28.5,34.0,No,No
4342,2010-01-07,GoldCoast,22.5,28.9,1.6,,,SE,35.0,SSE,ESE,19.0,20.0,78.0,68.0,1015.0,1013.4,,,26.6,28.1,Yes,No
4343,2011-10-01,Albany,10.9,18.6,0.0,4.0,11.4,,,ENE,E,19.0,37.0,59.0,66.0,1016.1,1011.5,1.0,0.0,16.5,17.4,No,No
4344,2010-09-25,PearceRAAF,7.9,27.4,0.0,,11.1,WSW,37.0,E,NNE,11.0,9.0,66.0,32.0,1023.8,1019.6,,,18.3,26.6,No,No
4345,2008-12-27,Townsville,26.5,33.2,0.0,10.2,11.0,E,39.0,E,ENE,20.0,26.0,66.0,65.0,1010.0,1006.8,6.0,6.0,30.6,30.4,No,No
4346,2010-10-12,NorfolkIsland,12.9,17.7,0.0,10.8,7.0,S,63.0,SSE,S,26.0,37.0,50.0,54.0,1027.7,1023.5,7.0,5.0,15.6,15.9,No,No
4347,2016-08-23,Albury,4.2,15.7,11.0,,,W,24.0,SE,NNW,11.0,13.0,88.0,56.0,1016.1,1015.2,,,8.3,15.0,Yes,No
4348,2016-06-18,Bendigo,8.6,12.4,1.2,,,SE,35.0,SSE,SE,13.0,15.0,87.0,75.0,1018.6,1018.5,,8.0,9.4,12.2,Yes,No
4349,2015-04-16,BadgerysCreek,13.3,30.2,7.0,,,WNW,37.0,WSW,NW,4.0,13.0,88.0,44.0,1022.4,1019.1,,,18.6,29.7,Yes,Yes
4350,2010-06-23,Newcastle,,19.6,10.6,,,,,,NE,0.0,4.0,97.0,53.0,,,7.0,5.0,13.5,18.0,Yes,No
4351,2013-05-14,Walpole,12.4,19.0,4.8,,,,24.0,,,,7.0,,,1024.1,1020.3,,,14.2,18.5,Yes,No
4352,2017-06-10,Albury,1.9,16.7,0.0,,,NW,13.0,NE,E,6.0,2.0,94.0,58.0,1034.4,1031.3,,,7.1,16.0,No,No
4353,2008-12-20,Cairns,25.2,32.1,0.0,4.4,3.8,N,26.0,NW,NNE,9.0,15.0,70.0,72.0,1008.4,1006.6,7.0,7.0,30.2,31.1,No,No
4354,2014-12-20,Cairns,25.8,32.9,0.0,8.4,5.9,ENE,35.0,S,ENE,9.0,22.0,65.0,54.0,1011.7,1008.4,6.0,4.0,28.7,31.8,No,No
4355,2017-05-01,Cobar,12.0,24.5,0.0,,,WNW,35.0,N,WNW,11.0,13.0,54.0,29.0,1018.1,1016.5,,4.0,17.4,24.2,No,No
4356,2013-09-21,Watsonia,4.0,18.2,2.2,2.8,7.8,N,37.0,ENE,N,7.0,17.0,100.0,59.0,1016.3,1012.3,7.0,7.0,9.2,17.9,Yes,No
4357,2013-05-02,Tuggeranong,2.9,16.0,0.0,,,S,46.0,S,SSE,28.0,15.0,58.0,40.0,1026.9,1025.8,,,9.3,15.3,No,No
4358,2017-02-07,Nuriootpa,13.7,27.1,4.0,,12.6,E,46.0,ESE,,24.0,,73.0,57.0,1017.6,1015.2,2.0,,15.2,24.6,Yes,No
4359,2015-12-15,Richmond,14.3,33.8,0.0,7.8,,SE,43.0,S,ENE,6.0,9.0,63.0,38.0,1015.3,1010.5,,,22.3,32.2,No,Yes
4360,2015-07-08,Adelaide,6.9,16.6,1.4,,,N,28.0,NNE,NW,4.0,9.0,95.0,49.0,1025.2,1022.2,,,9.5,15.6,Yes,No
4361,2010-01-18,Wollongong,14.5,23.5,0.2,,,NW,63.0,W,SW,17.0,33.0,39.0,23.0,1002.9,1003.3,,1.0,19.8,22.7,No,No
4362,2010-01-27,Dartmoor,8.3,23.0,0.0,5.0,13.3,SE,44.0,S,SSE,13.0,20.0,65.0,40.0,1017.9,1016.4,,,14.8,22.2,No,No
4363,2009-04-21,Ballarat,4.3,20.8,0.0,,,NNE,31.0,NNE,NNW,22.0,7.0,55.0,32.0,1024.4,1021.7,2.0,,14.8,20.1,No,No
4364,2017-04-23,Richmond,11.1,26.1,0.0,,,SSE,22.0,N,W,2.0,7.0,83.0,46.0,1024.2,1020.4,,,17.2,25.7,No,No
4365,2011-02-10,Cairns,23.6,29.2,19.2,5.4,1.2,SE,37.0,SSE,S,17.0,13.0,78.0,79.0,1011.9,1010.0,8.0,7.0,27.3,26.3,Yes,Yes
4366,2017-01-16,Wollongong,19.9,26.9,2.6,,,NE,54.0,NNW,NE,24.0,41.0,69.0,72.0,1016.6,1013.4,1.0,,23.7,24.4,Yes,No
4367,2010-04-04,Witchcliffe,14.1,20.9,5.8,,,SW,48.0,SW,SSW,20.0,20.0,72.0,63.0,1010.7,1010.9,,,17.7,19.8,Yes,No
4368,2011-09-23,Mildura,8.7,19.4,0.0,10.0,11.4,SE,37.0,S,SSE,19.0,13.0,53.0,32.0,1023.3,1020.7,1.0,0.0,13.6,18.6,No,No
4369,2013-01-26,Woomera,15.5,29.7,0.0,16.8,12.9,S,61.0,SSE,S,37.0,30.0,50.0,21.0,1015.8,1013.4,0.0,0.0,17.8,26.9,No,No
4370,2016-04-19,Portland,7.5,22.3,0.2,2.4,8.1,WNW,22.0,N,WSW,11.0,13.0,72.0,40.0,1017.8,1016.7,,,13.0,21.2,No,No
4371,2014-05-06,Townsville,13.2,26.9,0.0,6.2,11.1,NE,30.0,SSW,ENE,4.0,17.0,53.0,35.0,1019.8,1016.4,7.0,6.0,21.9,26.1,No,No
4372,2009-11-04,SalmonGums,4.1,29.1,0.0,,,SSE,41.0,ENE,ESE,15.0,9.0,44.0,15.0,,,,,18.9,27.7,No,No
4373,2015-11-02,Moree,19.1,33.3,7.8,36.8,,W,50.0,NNE,WNW,26.0,20.0,67.0,32.0,1015.0,1010.8,3.0,5.0,23.5,31.9,Yes,Yes
4374,2009-02-09,Canberra,17.3,26.0,0.0,14.6,6.7,ENE,41.0,E,NNE,17.0,11.0,74.0,50.0,1011.9,1009.1,8.0,7.0,18.1,24.7,No,No
4375,2016-07-13,Perth,0.6,16.0,0.0,1.6,9.4,NE,33.0,NE,NE,7.0,13.0,76.0,42.0,1030.3,1025.5,6.0,2.0,8.0,15.3,No,No
4376,2010-08-13,Melbourne,9.6,13.6,1.8,0.6,1.0,N,33.0,SSW,,9.0,0.0,86.0,65.0,1016.9,1013.3,7.0,7.0,10.6,13.1,Yes,No
4377,2011-05-30,PearceRAAF,15.5,22.5,19.6,,6.7,,,N,WNW,19.0,24.0,92.0,59.0,1010.9,1010.4,3.0,6.0,17.0,20.6,Yes,Yes
4378,2010-08-21,NorfolkIsland,17.9,19.4,0.0,2.2,3.1,NNW,48.0,NW,SW,26.0,17.0,87.0,82.0,1014.9,1013.5,8.0,7.0,19.0,17.9,No,Yes
4379,2012-06-30,PearceRAAF,4.2,19.6,0.0,,9.1,E,19.0,E,NE,4.0,9.0,85.0,45.0,1027.4,1025.1,,,11.0,19.1,No,No
4380,2014-06-16,Canberra,-2.4,12.3,0.0,,,WNW,46.0,NW,WNW,13.0,33.0,97.0,53.0,1022.5,1020.6,7.0,,4.6,11.4,No,No
4381,2015-08-03,CoffsHarbour,12.2,26.0,0.0,,,NW,33.0,NW,S,24.0,13.0,48.0,67.0,1014.5,1013.3,,,19.5,21.9,No,No
4382,2015-05-31,Richmond,9.6,14.8,4.2,,,W,28.0,,NNE,0.0,2.0,97.0,92.0,1016.7,1012.6,7.0,8.0,10.6,12.6,Yes,No
4383,2017-05-07,SalmonGums,6.1,24.4,0.0,,,NNE,30.0,NNE,NNE,11.0,13.0,74.0,36.0,,,,,15.6,23.9,No,No
4384,2015-11-10,Sale,15.5,18.9,0.0,,,W,37.0,W,S,19.0,9.0,79.0,71.0,1017.9,1020.1,8.0,8.0,16.5,16.5,No,Yes
4385,2015-08-05,Albury,2.2,11.5,4.2,,,W,46.0,WNW,W,24.0,22.0,94.0,71.0,1014.2,1012.2,8.0,2.0,7.2,10.9,Yes,Yes
4386,2011-06-27,Albury,0.9,16.4,0.0,,,NNE,13.0,,,0.0,0.0,99.0,47.0,1030.5,1028.7,,,4.3,16.2,No,No
4387,2014-05-19,Mildura,11.0,27.1,0.0,2.4,7.0,W,39.0,N,W,11.0,17.0,56.0,33.0,1022.4,1019.9,1.0,6.0,17.8,25.7,No,No
4388,2017-05-20,NorfolkIsland,16.6,19.7,0.0,,,ESE,44.0,SE,SE,11.0,15.0,60.0,68.0,1023.1,1021.4,8.0,8.0,19.3,18.2,No,No
4389,2016-11-02,MelbourneAirport,5.1,18.8,1.4,4.2,6.7,WSW,35.0,WSW,WSW,22.0,20.0,60.0,49.0,1016.1,1016.3,7.0,6.0,12.3,17.6,Yes,No
4390,2008-09-06,Hobart,6.0,19.2,0.0,2.2,9.9,NW,37.0,NNW,WNW,17.0,19.0,57.0,28.0,1020.6,1016.0,1.0,5.0,10.9,18.9,No,No
4391,2011-12-04,Hobart,5.8,13.7,2.4,4.8,6.5,SSW,57.0,S,SSW,15.0,28.0,74.0,45.0,1021.6,1024.0,,,8.1,11.9,Yes,Yes
4392,2013-10-07,Sydney,15.8,21.9,0.0,9.8,10.4,SE,52.0,SSW,SSE,26.0,33.0,60.0,44.0,1011.2,1010.8,2.0,2.0,18.3,20.3,No,No
4393,2012-09-21,Witchcliffe,13.7,18.1,8.8,,,NW,78.0,NW,W,37.0,35.0,,,1003.9,1003.9,,,17.2,11.8,Yes,Yes
4394,2016-08-06,Canberra,-1.0,12.1,0.0,,,NW,24.0,ESE,NW,7.0,13.0,91.0,51.0,1030.0,1027.2,4.0,8.0,4.9,11.2,No,No
4395,2011-05-06,Dartmoor,6.3,13.3,0.0,1.2,0.1,NE,17.0,,ENE,0.0,6.0,92.0,68.0,1026.2,1023.2,,,7.9,12.4,No,No
4396,2014-09-30,Sale,5.7,23.8,0.0,,,,,WSW,NW,17.0,48.0,63.0,28.0,1008.7,1001.2,1.0,2.0,17.7,23.1,No,Yes
4397,2010-08-07,Cairns,22.4,27.1,0.0,5.4,5.7,SE,54.0,SE,SE,39.0,30.0,59.0,53.0,1018.1,1015.3,5.0,6.0,24.3,25.6,No,No
4398,2010-11-26,Hobart,11.5,19.1,7.0,0.2,7.1,ESE,33.0,NNW,ESE,13.0,24.0,62.0,70.0,1016.8,1015.7,3.0,6.0,15.9,18.2,Yes,No
4399,2010-08-13,Sale,3.0,15.0,0.6,2.6,6.6,W,28.0,W,S,15.0,7.0,87.0,51.0,1016.1,1013.1,6.0,2.0,9.9,13.8,No,No
4400,2015-11-05,NorahHead,17.1,22.6,5.8,,,NNE,57.0,NNE,NE,26.0,43.0,100.0,95.0,1015.9,1010.2,,,17.9,20.0,Yes,Yes
4401,2011-09-23,Wollongong,14.0,30.8,0.0,,,SSW,76.0,WNW,S,22.0,50.0,33.0,77.0,1015.6,1015.7,,2.0,24.0,18.2,No,Yes
4402,2009-03-18,Tuggeranong,9.0,27.0,0.0,,,N,31.0,NW,NNW,7.0,13.0,74.0,30.0,1017.9,1013.5,,,14.7,25.3,No,No
4403,2015-04-08,Adelaide,9.9,19.9,0.0,2.2,,SE,31.0,SW,SW,9.0,15.0,61.0,52.0,1028.8,1026.2,,,15.4,19.3,No,No
4404,2014-07-24,Katherine,10.2,32.3,0.0,6.0,,NE,24.0,ENE,S,6.0,11.0,76.0,,1016.1,1011.5,0.0,0.0,19.5,31.8,No,No
4405,2012-02-07,Melbourne,14.5,22.0,0.0,6.0,3.8,S,43.0,WSW,SSE,19.0,30.0,63.0,43.0,1010.9,1011.4,5.0,6.0,16.4,20.7,No,No
4406,2015-03-31,Tuggeranong,5.1,25.0,0.0,,,ENE,28.0,NW,ENE,2.0,11.0,70.0,33.0,1026.6,1023.8,,,12.0,23.8,No,No
4407,2011-03-26,Wollongong,17.0,20.5,0.8,,,S,63.0,SSW,S,30.0,50.0,71.0,71.0,,,8.0,3.0,17.8,19.0,No,Yes
4408,2012-10-28,Newcastle,15.1,20.8,0.0,,,,,SE,,4.0,,53.0,,,,7.0,,17.8,,No,No
4409,2015-03-05,Brisbane,21.5,36.1,0.0,8.0,11.7,ESE,41.0,,NE,0.0,11.0,61.0,58.0,1008.6,1002.5,0.0,1.0,29.0,33.1,No,No
4410,2016-04-10,MountGambier,12.5,20.2,1.0,3.0,6.5,W,52.0,W,W,19.0,30.0,82.0,59.0,1021.4,1020.1,5.0,7.0,16.8,18.5,No,No
4411,2009-12-23,Bendigo,16.8,39.4,0.0,9.6,,NNW,44.0,N,NW,19.0,22.0,36.0,12.0,1011.4,1006.8,3.0,5.0,25.1,36.5,No,No
4412,2017-01-01,Darwin,23.2,31.7,16.8,4.8,6.3,SSW,63.0,W,W,13.0,33.0,86.0,69.0,1003.7,1000.4,7.0,7.0,25.1,31.1,Yes,Yes
4413,2014-11-27,Nuriootpa,11.5,26.3,0.0,7.3,13.5,SE,41.0,E,SE,17.0,13.0,60.0,26.0,1023.8,1020.4,0.0,0.0,17.2,25.9,No,No
4414,2013-03-08,Witchcliffe,11.6,27.9,0.0,,,SSE,48.0,E,SSE,19.0,26.0,61.0,47.0,1019.3,1016.4,,,18.5,24.6,No,No
4415,2010-12-18,Darwin,25.9,32.4,0.2,4.0,5.3,SW,54.0,NNW,SW,17.0,15.0,73.0,93.0,1007.5,1006.2,6.0,8.0,30.1,25.7,No,Yes
4416,2017-01-15,Walpole,13.6,24.9,0.0,,,SSW,33.0,S,SW,9.0,17.0,83.0,57.0,1009.9,1008.5,,,19.6,23.2,No,No
4417,2014-10-15,MountGambier,3.7,15.0,0.0,3.4,3.2,WSW,41.0,WSW,WSW,9.0,24.0,61.0,58.0,1024.8,1021.8,3.0,7.0,12.3,13.8,No,Yes
4418,2009-03-21,Bendigo,12.5,34.9,0.0,4.0,,NNE,50.0,SSE,N,11.0,22.0,40.0,8.0,1014.5,1010.8,1.0,2.0,19.7,33.2,No,No
4419,2015-05-19,SydneyAirport,14.7,22.5,0.0,0.4,1.8,N,28.0,NW,N,11.0,13.0,78.0,54.0,1020.6,1015.2,8.0,6.0,16.9,21.9,No,Yes
4420,2013-04-25,MountGambier,8.1,19.6,11.2,1.0,3.7,WNW,54.0,NNW,NW,15.0,33.0,88.0,59.0,1020.5,1019.6,7.0,7.0,13.7,18.7,Yes,No
4421,2011-11-18,Perth,12.9,22.6,2.2,4.2,11.9,SSW,39.0,ESE,SSW,6.0,20.0,50.0,45.0,1016.7,1016.2,2.0,1.0,20.3,21.4,Yes,No
4422,2011-06-11,Sale,2.0,14.0,0.0,1.2,4.9,WNW,26.0,WNW,NW,15.0,13.0,94.0,64.0,1029.5,1028.8,7.0,1.0,5.8,13.9,No,No
4423,2009-11-02,Canberra,13.7,33.4,0.0,6.4,,,,,,,,68.0,24.0,,,,,20.6,31.6,No,No
4424,2009-12-18,Perth,15.5,34.1,0.0,11.4,12.7,ENE,37.0,ENE,S,17.0,13.0,37.0,16.0,1019.1,1014.7,4.0,1.0,23.4,33.7,No,No
4425,2012-07-14,CoffsHarbour,14.8,16.4,2.0,1.0,,NNW,33.0,WSW,NW,11.0,11.0,84.0,89.0,1014.9,1013.3,7.0,8.0,16.0,15.5,Yes,No
4426,2010-11-13,Woomera,14.7,24.2,2.2,4.0,2.6,SSW,37.0,SSW,SW,22.0,20.0,93.0,51.0,1012.4,1012.6,8.0,4.0,14.8,22.1,Yes,No
4427,2010-01-04,Mildura,13.1,30.9,0.0,9.6,13.5,ENE,30.0,E,NNE,19.0,11.0,47.0,21.0,1017.9,1014.6,0.0,0.0,19.8,28.7,No,No
4428,2013-10-15,Nuriootpa,0.1,22.6,0.0,4.0,11.9,WNW,48.0,N,,11.0,,65.0,,1024.7,,3.0,,10.8,,No,No
4429,2011-06-07,Wollongong,6.6,14.9,0.0,,,W,54.0,WNW,SW,20.0,22.0,58.0,41.0,1017.6,1013.0,,,9.8,13.1,No,Yes
4430,2014-11-22,Brisbane,24.2,31.5,0.0,10.2,10.8,NE,37.0,NNW,NE,4.0,15.0,59.0,67.0,1014.8,1011.6,5.0,2.0,29.6,29.1,No,No
4431,2012-04-10,Albury,1.0,17.5,0.0,,,WSW,22.0,SSE,WNW,6.0,9.0,68.0,37.0,1030.2,1028.9,,2.0,8.9,16.9,No,No
